,0,1,2,3
391.0599976,0.0202720473377929,0.0516635218249979,0.0105221417743716,0.0436177364529566
393.9299927,0.0220284716813442,0.0537046179649703,0.0260998713274654,0.0505863992436604
396.9599915,0.0381446003597256,0.0705706240074915,0.0430336285660407,0.0612010473377499
400,0.0686204333729369,0.102261539952562,0.0613234134900974,0.075461680735225
403.0700073,0.113455970720978,0.14877736580018,0.0809692260996354,0.0933682994360858
406,0.173071481283879,0.210777798325019,0.102529420259626,0.116269464200261
409.0700073,0.24704158855315,0.289642039131803,0.125258562310604,0.14263803248282
411.9599915,0.3369253014991,0.382704450699912,0.148420982897287,0.17089379834009
415,0.437577021701787,0.482388499591712,0.171322871815287,0.198639325584847
418.0299988,0.542648151880199,0.581822746051229,0.193105302124465,0.223105347547672
421.0599976,0.64420070254163,0.672608188272775,0.213210239131255,0.24437775789362
423.9299927,0.735398618696877,0.749801831693186,0.23223758921338,0.261973864885039
426.9599915,0.813563049823878,0.811915636293384,0.250986078525329,0.279338301681454
430,0.875021571507896,0.860855075654335,0.270667617185192,0.298538013381957
433.0299988,0.918623674061308,0.899036767986158,0.292639560820194,0.321221338020074
436.0599976,0.950269006719591,0.928603151479259,0.318241488286403,0.350018421768221
438.9299927,0.972690910731503,0.951746341089657,0.348986236226842,0.38546318182837
441.9400024,0.98787622818631,0.970303985469576,0.385916715801548,0.425683702478136
445.0700073,0.995796227418946,0.984171668422166,0.429650250658301,0.47206735254604
448.0499878,0.998984193808524,0.992667648005754,0.479654431926658,0.523340513382287
451.0599976,1,0.998440742304589,0.534796362660345,0.578947525895344
453.9299927,0.995548698945425,1,0.593272258199143,0.635456155751879
456.9599915,0.984474763888219,0.994601328851956,0.65324929651747,0.692293104914466
460,0.967077394653185,0.981438796947149,0.712640995934613,0.747662479071977
462.980011,0.94499813651003,0.961462033976118,0.769562996341821,0.801272185812592
465.9700012,0.917084291287752,0.936766871096168,0.822630827573063,0.850636111980961
468.9500122,0.882536601440622,0.90728434546305,0.870737117225245,0.895421140455109
471.9599915,0.845740604424081,0.874470986803647,0.912674453626545,0.934992303770185
475,0.807640100896649,0.839892380959108,0.9474537942424,0.964861796186701
478.0299988,0.767513355880464,0.805431560442422,0.973958181200016,0.985610696569891
481.0400085,0.725436745438049,0.767351075905707,0.991612952247759,0.997142933958262
484.019989,0.683957031641815,0.728765603414397,1,1
487.0100098,0.643878763849444,0.68801262328242,0.998905571836073,0.993855145792651
490,0.603715592963511,0.647229802996185,0.988810800100636,0.979279761755548
492.980011,0.56343882500701,0.606296417176969,0.970415829701177,0.956324692994098
495.9700012,0.524702520118123,0.566924222312517,0.944930837268951,0.92924507104753
498.9500122,0.486716386293359,0.52796548952072,0.913500238761111,0.89493691421179
501.9400024,0.448009085413711,0.491550592492664,0.877227029007714,0.857975579022357
505.0700073,0.410882087404247,0.454704321244245,0.837113607873814,0.815622868014133
508.0499878,0.375501892434501,0.419452428770461,0.793980569086728,0.771681598614681
511.0400085,0.342955008827891,0.384064821634489,0.74865507943481,0.723776674389233
514.0200195,0.311774366236121,0.350029284997439,0.70184164179136,0.675399293072635
517.0100098,0.283369730204697,0.31831031766289,0.6542897721643,0.626070610628666
520,0.256727707696562,0.289517087789507,0.606722654791444,0.579782271591634
522.9799805,0.232426659135631,0.263152539264875,0.559823129653258,0.535429937088542
525.9699707,0.209805029073769,0.238930526048978,0.514283206091437,0.493032603912843
528.9500122,0.188542446670252,0.216036052427916,0.470696788087365,0.451584919330996
532.0499878,0.168530262235208,0.194809312248212,0.429291227197636,0.41206116888126
535,0.15096060441485,0.175432491270243,0.390244613531376,0.373769213368006
537.9400024,0.134595709895196,0.157303899240168,0.353574578248665,0.338742656922589
541.0200195,0.120283820703541,0.140882664208716,0.319454614050181,0.305666006713754
543.9699707,0.10678090047308,0.126088707187208,0.287824268263671,0.275365740125983
547.0499878,0.095232945844958,0.112895964584185,0.258850317601341,0.247784963495749
550,0.0847518144583494,0.101009769322973,0.232244071600295,0.221829158447385
552.9400024,0.075236146205291,0.0900967637528917,0.208193887405885,0.199350759392973
556.0200195,0.0666828512914155,0.0806122835864161,0.186459334654837,0.178615586540205
558.9699707,0.0596320429195153,0.0723052081032825,0.166891626852002,0.16039476999078
562.0499878,0.0532035882498181,0.0646349888243126,0.149248897760316,0.144115048805942
565,0.0476260389342275,0.0578511438469784,0.133372364513636,0.129103090030801
567.9400024,0.0422585708727356,0.0517671396376849,0.119096964956205,0.115636614737016
571.0200195,0.0377684846999209,0.0462483596757962,0.10629591550646,0.103272083125443
573.9699707,0.0334446838507908,0.0413813767242952,0.0946541175956673,0.0920085423214431
577.0499878,0.0298274643587382,0.0370039853650284,0.0842416952341887,0.0823721251395951
580,0.0263146833397337,0.033384172835942,0.0748941876653961,0.0738375250064508
582.9400024,0.0233922912699905,0.0297591417981798,0.0666306256110758,0.0662982234502801
586.0200195,0.0207851212690833,0.0266299742834927,0.0593322930528815,0.0593606573363137
588.9699707,0.0184405254861998,0.0238307806660667,0.0527800901215351,0.0530198285323479
592.0200195,0.0164280028889915,0.0213822814234846,0.0471196704086587,0.0473964021250807
595.0700073,0.0147475534774587,0.0192844765557466,0.042351033914251,0.0424903781145122
597.9699707,0.0133991772516007,0.0175373660628523,0.0384741806383122,0.0383017565006431
