,Relaxed,NonRelaxed,Total,1.0
391.05999760000003,2.044542138019633e-06,0.0003632615129904875,0.00036530605512850715,0.0203348621016494
393.92999269999996,8.022360633884064e-06,0.0016542115770107292,0.0016622339376446132,0.0244354239268499
396.9599915,2.8446799515308852e-05,0.005950231497894082,0.005978678297409391,0.0322030489269674
400.0,8.653547932919272e-05,0.016685278278126044,0.016771813757455237,0.0448934384371138
403.07000730000004,0.0002318400010277132,0.03869163018991203,0.038923470190939745,0.0689428010900959
406.0,0.0005307369911652195,0.07440265002347753,0.07493338701464275,0.10433573250516999
409.07000730000004,0.0011406507858676804,0.13019762026864143,0.1313382710545091,0.155942779102042
411.9599915,0.0021541584647281754,0.20028374951607858,0.20243790798080674,0.220818371633192
415.0,0.0038897237805552254,0.28998679528833043,0.2938765190688857,0.303322923611937
418.0299988,0.006533901750599988,0.3908045731719301,0.3973384749225301,0.398048433928623
421.0599976,0.010313180099739621,0.49652334316526764,0.5068365232650073,0.501344764401455
423.9299927,0.015098153406308107,0.5949201861788884,0.6100183395851966,0.600413517926516
426.9599915,0.021513474621533978,0.6908962007495983,0.7124096753711323,0.7006199016456689
430.0,0.029349583622263826,0.773996281802889,0.8033458654251528,0.795163566382643
433.0299988,0.03843328294296996,0.8401789162051156,0.8786121991480856,0.866281969911139
436.0599976,0.04855708303134409,0.8879360140402164,0.9364930970715605,0.9287158889182141
438.9299927,0.058814821595173476,0.9158910383803207,0.9747058599754942,0.9683188917769459
441.9400024,0.06991048602278929,0.9279753658843214,0.9978858519071107,0.991589275718647
445.0700073,0.08138852667580607,0.9236302140466798,1.0050187407224858,1.0
448.04998780000005,0.09185545835105624,0.9057279067948492,0.9975833651459054,0.999734746526699
451.0599976,0.10160530993909139,0.8764956775873468,0.9781009875264381,0.982467896867716
453.9299927,0.10985001708652208,0.8404669532143353,0.9503169703008574,0.958006642529503
456.9599915,0.11720850258851949,0.7960908218724884,0.9132993244610078,0.925487167669646
460.0,0.1230399035121983,0.7471762620260799,0.8702161655382782,0.8830172763041991
462.98001100000005,0.1271648402578487,0.6967925527239665,0.8239573929818151,0.838718419542534
465.9700012,0.12970882692871222,0.6453343189082925,0.7750431458370047,0.786809459945732
468.95001219999995,0.13070440612026543,0.5943544063568155,0.7250588124770809,0.7355303388773459
471.9599915,0.13024964243548368,0.5441271637683525,0.6743768062038361,0.6791513533894169
475.0,0.1284419515670696,0.49541664146966835,0.623858593036738,0.6289248461480661
478.0299988,0.12545984762974635,0.44939695981882455,0.5748568074485709,0.577250114512114
481.0400085,0.12151078208688448,0.4065087314412521,0.5280195135281366,0.52973004267236
484.01998899999995,0.11681203519690105,0.3670014316028592,0.48381346679976023,0.479472599167577
487.01000980000003,0.11148325168804235,0.3303792587207252,0.44186251040876756,0.439116817958996
490.0,0.10570424452348368,0.2967615104957153,0.402465755019199,0.396148749928527
492.98001100000005,0.09964673726409246,0.2661639768718295,0.365810714135922,0.35738824223505394
495.9700012,0.09340435424621434,0.238256414099008,0.33166076834522235,0.322719360402417
498.95001219999995,0.08713460608091392,0.2130710902316047,0.3002056963125186,0.2926904384589
501.9400024,0.08089376151306188,0.1902668197003587,0.27116058121342057,0.263051738526999
505.0700073,0.07450192741557841,0.16884266331277942,0.24334459072835785,0.23726558432339803
508.04998780000005,0.06861683870675325,0.15058226717107626,0.2191991058778295,0.21205241836980898
511.0400085,0.06295777564159206,0.13417217988016503,0.1971299555217571,0.18914417975235198
514.0200195,0.057597727048827554,0.11954956246695865,0.1771472895157862,0.169821231845942
517.0100098,0.05252440205590262,0.10645153153078145,0.15897593358668408,0.15223154573828498
520.0,0.047770152263965845,0.0947750162498256,0.14254516851379145,0.13642996554911999
522.9799805,0.043355010026259105,0.08440917115033619,0.1277641811765953,0.12289316374362402
525.9699707,0.0392484417108585,0.07515247922865437,0.11440092093951287,0.108710474702585
