,Relaxed,NonRelaxed,VmRelaxed,VmNonRelaxed,y0Relaxed,y0Nonrelaxed,deltaS
0.0,14.155865272012932,85.84413472798707,469.4835701628937,445.9978000326838,0.1274361721519649,0.9162254384101542,0.7168826945597414
1.0,14.335738341534746,85.66426165846526,469.4835683051997,442.6580136351148,0.13072728666905342,0.9284216759588785,0.7132852331693051
2.0,73.38026015579224,26.619739844207757,486.180400665399,435.9296732532946,0.8849610007440545,0.40445916326787457,-0.46760520311584486
3.0,65.10451122521587,34.89548877478412,484.8513473259032,434.1973234240056,0.8333666492728955,0.5614474888783179,-0.30209022450431755
