,Relaxed,NonRelaxed,Total,1.0
391.05999760000003,2.211986072614763e-06,0.008476446908552992,0.008478658894625606,0.0516635218249979
393.92999269999996,9.67180909399062e-06,0.02120354903543585,0.02121322084452984,0.0537046179649703
396.9599915,3.808655818963706e-05,0.04631532100367015,0.04635340756185979,0.0705706240074915
400.0,0.00012758734437551476,0.08710280355520317,0.08723039089957868,0.102261539952562
403.07000730000004,0.00037377885902164647,0.14567475679809128,0.14604853565711293,0.14877736580018
406.0,0.0009255811883508953,0.21665926015548675,0.21758484134383765,0.210777798325019
409.07000730000004,0.002146108888023212,0.3029714459492089,0.3051175548372321,0.289642039131803
411.9599915,0.00432967695378299,0.3902163633114777,0.3945460402652607,0.382704450699912
415.0,0.008337392757227556,0.48211811908390534,0.4904555118411329,0.48238849959171204
418.0299988,0.014861136541215127,0.5679209552874206,0.5827820918286357,0.581822746051229
421.0599976,0.024783061295988305,0.6429932470252642,0.6677763083212525,0.6726081882727749
423.9299927,0.03808195599037138,0.7010545726912144,0.7391365286815857,0.7498018316931858
426.9599915,0.0569083098356609,0.7467354321401865,0.8036437419758473,0.811915636293384
430.0,0.0811615917413417,0.7759412604755382,0.85710285221688,0.8608550756543351
433.0299988,0.11075050683912661,0.7891169565882462,0.8998674634273728,0.899036767986158
436.0599976,0.14539834951595484,0.7878602090863458,0.9332585586023007,0.928603151479259
438.9299927,0.18219803834913154,0.775162202507192,0.9573602408563235,0.9517463410896569
441.9400024,0.2239061894450317,0.7519277483833222,0.9758339378283539,0.970303985469576
445.0700073,0.26923029493503353,0.7193532536458115,0.988583548580845,0.984171668422166
448.04998780000005,0.31271432103265917,0.6825118255175239,0.995226146550183,0.992667648005754
451.0599976,0.35543321478098533,0.6414394149802484,0.9968726297612337,0.9984407423045891
453.9299927,0.39372036005812294,0.6001677513192456,0.9938881113773685,1.0
456.9599915,0.4303158831731204,0.5556955279031679,0.9860114110762883,0.994601328851956
460.0,0.46204323686736587,0.5112598783357953,0.9733031152031613,0.9814387969471491
462.98001100000005,0.48754518662613183,0.4687280773112219,0.9562732639373537,0.961462033976118
465.9700012,0.5071057544314085,0.4276979143803189,0.9348036688117274,0.936766871096168
468.95001219999995,0.5204159361539336,0.388875406205528,0.9092913423594615,0.90728434546305
471.9599915,0.5276596850857731,0.35204560946380015,0.8797052945495732,0.874470986803647
475.0,0.5289380497838657,0.31744254627120516,0.8463805960550709,0.8398923809591079
478.0299988,0.5246364925050203,0.2856098210022245,0.8102463135072449,0.805431560442422
481.0400085,0.5154325724234111,0.2565976780513474,0.7720302504747585,0.7673510759057071
484.01998899999995,0.502122571817276,0.23036835563053654,0.7324909274478126,0.7287656034143969
487.01000980000003,0.48524710037215363,0.20643637524231512,0.6916834756144687,0.6880126232824201
490.0,0.46552625817196475,0.18476140990913603,0.6502876680811007,0.647229802996185
492.98001100000005,0.4436953867018795,0.16525694442031139,0.6089523311221909,0.606296417176969
495.9700012,0.420224107829711,0.14763715184001128,0.5678612596697222,0.566924222312517
498.95001219999995,0.39582706422656605,0.131863567533868,0.5276906317604341,0.52796548952072
501.9400024,0.37083765831617216,0.11767643482992649,0.4885140931460986,0.49155059249266403
505.0700073,0.3445969887865177,0.10442238346598527,0.44901937225250294,0.45470432124424504
508.04998780000005,0.31990979209952786,0.09317631404090737,0.4130861061404352,0.419452428770461
511.0400085,0.2957276224244269,0.08310445219191707,0.378832074616344,0.384064821634489
514.0200195,0.27244361622930224,0.07415293146558517,0.3465965476948874,0.35002928499743896
517.0100098,0.2500782349248295,0.06614947299074832,0.3162277079155778,0.31831031766289003
520.0,0.2288388442678342,0.05902295060678995,0.28786179487462416,0.289517087789507
522.9799805,0.20887551595979453,0.052699895255526284,0.2615754112153208,0.26315253926487503
525.9699707,0.19010280193682283,0.04705346038863567,0.2371562623254585,0.23893052604897802
528.9500122,0.1726645212062304,0.042045639663640444,0.21471016086987085,0.21603605242791601
532.0499878,0.15586542417646684,0.03741995236429318,0.19328537654076003,0.194809312248212
535.0,0.14112302611547675,0.0335091331635827,0.17463215927905945,0.175432491270243
537.9400024,0.12759824723041113,0.03003489312392177,0.1576331403543329,0.157303899240168
541.0200195,0.1146258953327644,0.02679782012489948,0.14142371545766388,0.140882664208716
543.9699707000001,0.10329011253143218,0.02404042309976048,0.12733053563119265,0.12608870718720802
547.0499877999999,0.09252331297640522,0.021478761784189948,0.11400207476059517,0.112895964584185
550.0,0.08316776629336181,0.019294966359141873,0.10246273265250369,0.10100976932297301
552.9400024,0.0747094751150555,0.017351647584850378,0.09206112269990588,0.0900967637528917
556.0200195,0.06670511345713385,0.015537325032154485,0.08224243848928833,0.0806122835864161
558.9699707000001,0.05979515632279168,0.01398832440367828,0.07378348072646995,0.0723052081032825
562.0499877999999,0.05330336837061024,0.012545672263608112,0.06584904063421836,0.0646349888243126
565.0,0.047717781185042864,0.011312487076977401,0.05903026826202026,0.0578511438469784
567.9400024,0.04271134804420583,0.010212002019971104,0.052923350064176936,0.0517671396376849
571.0200195,0.03801097917411091,0.009181443763540523,0.047192422937651426,0.0462483596757962
573.9699707000001,0.03398205012067669,0.008298785033427365,0.04228083515410405,0.0413813767242952
577.0499877999999,0.030220840434122508,0.007474004841688134,0.03769484527581064,0.0370039853650284
580.0,0.02700288310235101,0.006766564409928966,0.033769447512279976,0.033384172835942
582.9400024,0.024132636320501874,0.006133080476797057,0.03026571679729893,0.0297591417981798
586.0200195,0.021449682046108243,0.00553771813582993,0.026987400181938175,0.0266299742834927
588.9699707000001,0.0191588561096431,0.005025923778966452,0.02418477988860955,0.0238307806660667
592.0200195,0.017046953295623207,0.00455032630932759,0.021597279604950795,0.0213822814234846
595.0700072999999,0.01516837337157995,0.004123316137811323,0.019291689509391273,0.0192844765557466
597.9699707000001,0.013575529586652365,0.003757547893435574,0.01733307748008794,0.0175373660628523
